,SRC_UID,EOM,WEIGHTED,COUNTRY,PSU,PSU_SCORE
0,880923451687,31.07.2019,0.4083,GERMANY,Eurozone,3.0
1,219007141108021,31.07.2019,0.2169,U.S.A.,US,2.0
2,1461078666,30.11.2018,0.2297,SWITZERLAND,Switzerland,3.0
3,189669396589741,30.11.2018,0.1864,CHINA,China,4.0
4,206670719,30.11.2018,0.9729,SWITZERLAND,Switzerland,3.0
5,52079200642,31.12.2018,0.6121,U.S.A.,US,3.0
6,195788173009015,31.05.2019,0.2029,U.S.A.,US,2.0
7,206670722,31.05.2019,0.2083,U.S.A.,US,2.0
8,216437580763800,31.01.2019,0.0848,CHINA,China,3.0
9,195667467951412,31.01.2019,0.1224,ITALY,Eurozone,2.0
10,219007141108020,31.07.2019,0.1533,U.S.A.,US,2.0
11,27160283895,31.05.2019,0.1647,ITALY,Eurozone,2.0
12,186761292782742,31.05.2019,0.3206,U.S.A.,US,2.0
13,38326395382,31.05.2019,0.8503,U.S.A.,US,2.0
14,218467165,30.09.2019,0.2014,FRANCE,Eurozone,3.0
15,168413682951,31.07.2019,0.2471,ITALY,Eurozone,3.0
16,189669305873243,31.07.2019,0.0935,JAPAN,Japan,1.0
17,301519260,31.07.2019,0.1993,JAPAN,Japan,1.0
18,206670707,31.07.2019,0.8852,U.S.A.,US,2.0
19,23847120402,31.07.2019,0.2121,U.S.A.,US,2.0
20,755274358166,31.07.2019,0.4057,GERMANY,Eurozone,3.0
21,737766433094,31.07.2019,0.718,SWITZERLAND,Switzerland,2.0
22,955744138585,31.07.2019,0.386,U.S.A.,US,2.0
23,438684047,31.07.2019,0.1822,JAPAN,Japan,1.0
24,186267307833917,31.07.2019,0.2347,ITALY,Eurozone,3.0
25,301519260,30.09.2018,0.2024,JAPAN,Japan,3.0
26,206670698,30.09.2018,0.1639,FRANCE,Eurozone,3.0
27,757832579735,31.07.2019,0.3798,GERMANY,Eurozone,3.0
28,880930580959,31.07.2019,0.3243,GERMANY,Eurozone,3.0
29,438677131,31.12.2018,0.6251,U.S.A.,US,3.0
30,192290937586348,31.12.2018,0.597,U.S.A.,US,3.0
31,195257191859232,31.12.2018,1.0012,JAPAN,Japan,2.0
32,275505523,31.12.2018,0.3053,UNITED KINGDOM,UK,2.0
33,92221420384,31.12.2018,0.5479,U.S.A.,US,3.0
34,206670770,31.12.2018,0.4072,CHINA,China,3.0
35,638750702637,31.12.2018,0.9484,RUSSIA,World,3.0
36,192291882972375,30.11.2018,0.091,BRAZIL,Latin America,3.0
37,197500691926156,30.11.2018,0.1352,CHINA,China,4.0
38,217460154273800,30.11.2018,0.3198,CHINA,China,4.0
39,206670693,30.09.2018,0.0605,NIGERIA,EMEA,2.0
40,181703187068,30.09.2018,0.0984,BRAZIL,Latin America,3.0
41,181701414249,30.09.2018,0.1953,SINGAPORE,Emerging Asia (ex-China),3.0
42,525288498953,30.09.2018,0.4582,BRAZIL,Latin America,3.0
43,192291882972375,30.09.2018,0.0945,CHINA,China,4.0
44,197500691926156,30.09.2018,0.1307,CHINA,China,4.0
45,55902523917,31.03.2010,0.165,CHINA,China,3.0
46,437983596250,31.05.2010,0.9329999999999999,SWITZERLAND,Switzerland,3.0
47,413976258580,31.05.2010,0.521,U.S.A.,US,3.0
48,275505523,31.03.2010,0.27,UNITED KINGDOM,UK,3.0
49,108392384369,31.03.2010,0.11599999999999999,RUSSIA,World,4.0
50,613346505712,31.05.2010,0.654,AUSTRALIA,Australia,3.0
51,323418458,31.07.2010,0.162,U.S.A.,US,3.0
52,577020561372,31.07.2010,0.385,U.S.A.,US,3.0
53,369592842106,30.06.2010,0.512,U.S.A.,US,3.0
54,206670693,31.07.2010,0.114,BRAZIL,Latin America,3.0
55,206670715,31.12.2018,0.3381,CHINA,China,3.0
56,28283084613,31.12.2018,0.6267,CHINA,China,3.0
57,189669356346606,31.12.2018,0.2798,CHINA,China,3.0
58,207934051132,31.03.2019,0.7581,U.S.A.,US,2.0
59,105401395916,31.03.2019,0.4646,U.S.A.,US,2.0
60,203221423898215,31.03.2019,0.6231,U.S.A.,US,2.0
61,455157311,31.07.2019,0.2211,FRANCE,Eurozone,3.0
62,217460154273800,30.06.2019,0.3189,CHINA,China,2.0
63,656760542396,31.03.2019,0.4937,U.S.A.,US,2.0
64,186711785308213,31.05.2019,0.5798,U.S.A.,US,2.0
65,206670742,31.05.2019,0.8599,U.S.A.,US,2.0
66,1134069654772,31.05.2019,0.5799,U.S.A.,US,2.0
67,755274358166,30.09.2019,0.4016,GERMANY,Eurozone,3.0
68,217460154273800,30.09.2019,0.3146,CHINA,China,2.0
69,192291882972375,30.09.2019,0.1127,BRAZIL,Latin America,2.0
70,197500691926156,30.09.2019,0.1236,CHINA,China,2.0
71,218467153,31.10.2019,0.1461,SWITZERLAND,Switzerland,2.0
72,206670688,31.10.2019,0.1857,FRANCE,Eurozone,3.0
73,206670689,31.10.2019,0.2579,FRANCE,Eurozone,3.0
74,206670764,31.12.2018,0.5713,RUSSIA,World,3.0
75,208033650897500,31.05.2019,0.6344,U.S.A.,US,2.0
76,880886802006,31.05.2019,0.3981,U.S.A.,US,2.0
77,63446153971,31.05.2019,0.7462,U.S.A.,US,2.0
78,108193333943,31.10.2019,0.191,FRANCE,Eurozone,3.0
79,186761292782742,31.10.2019,0.2726,U.S.A.,US,3.0
80,206670727,31.12.2018,0.2386,UNITED KINGDOM,UK,2.0
81,1489765858,31.12.2018,0.5566,AUSTRALIA,Australia,3.0
82,188703129863464,31.12.2018,0.9988,RUSSIA,World,3.0
83,269287883541,31.12.2018,0.9991,JAPAN,Japan,2.0
84,413976258580,31.12.2018,0.6313,U.S.A.,US,3.0
85,613346505712,31.12.2018,0.5559,AUSTRALIA,Australia,3.0
86,196843241101444,31.12.2018,0.6318,U.S.A.,US,3.0
87,182009288255,31.12.2018,0.3393,FRANCE,Eurozone,3.0
88,525288498953,31.01.2019,0.4473,BRAZIL,Latin America,3.0
89,206670693,31.01.2019,0.065,INDONESIA,Emerging Asia (ex-China),3.0
90,181701414249,31.01.2019,0.2009,INDONESIA,Emerging Asia (ex-China),3.0
91,181703187068,31.01.2019,0.0924,MEXICO,Latin America,3.0
92,207934051132,28.02.2019,0.7337,U.S.A.,US,2.0
93,880886802006,28.02.2019,0.3929,U.S.A.,US,2.0
94,208033650897500,28.02.2019,0.6492,U.S.A.,US,2.0
95,272675524722,31.05.2019,0.5676,U.S.A.,US,2.0
96,186759829869822,31.05.2019,0.5317,U.S.A.,US,2.0
97,206670723,31.05.2019,0.6174,U.S.A.,US,2.0
98,206670694,31.05.2019,0.5551,U.S.A.,US,2.0
99,207934051132,31.05.2019,0.7485,U.S.A.,US,2.0
100,105401395916,31.05.2019,0.4286,U.S.A.,US,2.0
101,216437580763800,31.08.2019,0.2042,GERMANY,Eurozone,3.0
102,195667467951412,31.08.2019,0.2278,U.S.A.,US,2.0
103,206670719,31.12.2018,0.953,SWITZERLAND,Switzerland,3.0
104,1477794168859,31.12.2018,0.299,CHINA,China,3.0
105,194188765697875,31.12.2018,0.2904,UNITED KINGDOM,UK,2.0
106,196842445088146,31.12.2018,0.632,U.S.A.,US,3.0
107,269297001426,31.12.2018,0.9428,U.S.A.,US,3.0
108,186711785308213,28.02.2019,0.5879,U.S.A.,US,2.0
109,206670742,28.02.2019,0.8622,U.S.A.,US,2.0
110,272675524722,28.02.2019,0.5863,U.S.A.,US,2.0
111,63446153971,28.02.2019,0.8417,U.S.A.,US,2.0
112,206670723,28.02.2019,0.5702,U.S.A.,US,2.0
113,324918516,31.03.2019,0.1823,ITALY,Eurozone,2.0
114,189669225079108,31.03.2019,0.1418,UNITED KINGDOM,UK,2.0
115,203221423898215,31.05.2019,0.6424,U.S.A.,US,2.0
116,656760542396,31.05.2019,0.5117,U.S.A.,US,2.0
117,737766433094,30.06.2019,0.5724,SWITZERLAND,Switzerland,2.0
118,455157311,30.06.2019,0.2731,FRANCE,Eurozone,3.0
119,206670716,31.12.2018,0.2503,UNITED KINGDOM,UK,2.0
120,55902523917,31.12.2018,0.2979,CHINA,China,3.0
121,269289662016,31.12.2018,0.2907,UNITED KINGDOM,UK,2.0
122,1134069654772,28.02.2019,0.5833,U.S.A.,US,2.0
123,105401395916,28.02.2019,0.4454,U.S.A.,US,2.0
124,656760542396,28.02.2019,0.4782,U.S.A.,US,2.0
125,203221423898215,28.02.2019,0.643,U.S.A.,US,2.0
126,525288498953,31.08.2019,0.3649,BRAZIL,Latin America,2.0
127,206670693,31.08.2019,0.0568,NIGERIA,EMEA,2.0
128,181701414249,31.08.2019,0.1641,THAILAND,Emerging Asia (ex-China),3.0
129,181703187068,31.08.2019,0.114,MEXICO,Latin America,2.0
130,880880278933,31.08.2019,0.11,RUSSIA,World,2.0
131,181701414249,31.10.2018,0.1967,SINGAPORE,Emerging Asia (ex-China),3.0
132,181703187068,31.10.2018,0.1143,BRAZIL,Latin America,3.0
133,206670693,31.10.2018,0.0616,NIGERIA,EMEA,2.0
134,525288498953,31.10.2018,0.4903,BRAZIL,Latin America,3.0
135,269286596864,31.12.2018,0.9418,U.S.A.,US,3.0
136,369592842106,31.12.2018,0.6324,U.S.A.,US,3.0
137,186759829869822,28.02.2019,0.6607,U.S.A.,US,2.0
138,206670694,28.02.2019,0.5355,U.S.A.,US,2.0
139,208033650897500,31.03.2019,0.6324,U.S.A.,US,2.0
140,880886802006,31.03.2019,0.4222,U.S.A.,US,2.0
141,63446153971,31.03.2019,0.8188,U.S.A.,US,2.0
142,272675524722,31.03.2019,0.5933,U.S.A.,US,2.0
143,218467165,30.06.2019,0.2592,FRANCE,Eurozone,3.0
144,108193333943,30.06.2019,0.213,FRANCE,Eurozone,3.0
145,206670688,30.06.2019,0.2806,FRANCE,Eurozone,3.0
146,880930580959,30.09.2019,0.3641,GERMANY,Eurozone,3.0
147,206670688,30.09.2019,0.1817,FRANCE,Eurozone,3.0
148,206670727,31.05.2010,0.326,UNITED KINGDOM,UK,3.0
149,108202450315,30.06.2019,0.1647,U.S.A.,US,2.0
150,206670715,31.05.2010,0.18899999999999997,CHINA,China,3.0
151,1134069654772,30.06.2010,0.456,U.S.A.,US,3.0
152,656760542396,30.06.2010,0.396,U.S.A.,US,3.0
153,186711785308213,31.07.2010,0.39399999999999996,U.S.A.,US,3.0
154,52079200642,30.06.2010,0.494,U.S.A.,US,3.0
155,126094514515,31.07.2010,0.49,SWITZERLAND,Switzerland,3.0
156,206670723,30.06.2010,0.434,U.S.A.,US,3.0
157,1134069654772,28.02.2010,0.44799999999999995,U.S.A.,US,3.0
158,529955327185,28.02.2010,0.15,TAIWAN,Emerging Asia (ex-China),3.0
159,1320217138160,30.06.2010,0.9470000000000001,U.S.A.,US,3.0
160,409790534092,30.06.2019,0.21,JAPAN,Japan,1.0
161,755274358166,30.06.2019,0.3761,GERMANY,Eurozone,3.0
162,218467153,30.06.2019,0.2064,FRANCE,Eurozone,3.0
163,216437580763800,30.06.2019,0.1344,U.S.A.,US,2.0
164,757832579735,30.11.2019,0.3884,GERMANY,Eurozone,3.0
165,656760542396,28.02.2010,0.40700000000000003,U.S.A.,US,3.0
166,108207596093,30.11.2019,0.1733,U.S.A.,US,4.0
167,36740368922,31.07.2010,0.402,SWITZERLAND,Switzerland,3.0
168,269287883541,31.07.2010,1.0,JAPAN,Japan,2.0
169,168413682951,31.07.2010,0.243,ITALY,Eurozone,3.0
170,206670690,30.11.2019,0.1773,FRANCE,Eurozone,3.0
171,181989439245,31.07.2010,0.5670000000000001,FRANCE,Eurozone,3.0
172,438684047,31.07.2010,0.271,JAPAN,Japan,2.0
173,218465821,30.11.2019,0.1949,SWITZERLAND,Switzerland,2.0
174,52079200642,31.07.2010,0.488,U.S.A.,US,3.0
175,185750564133580,31.07.2010,0.764,U.S.A.,US,3.0
176,186759829869822,31.03.2019,0.6492,U.S.A.,US,2.0
177,206670723,31.03.2019,0.5801,U.S.A.,US,2.0
178,206670694,31.03.2019,0.5397,U.S.A.,US,2.0
179,192291882972375,31.05.2019,0.0929,CHINA,China,3.0
180,217460154273800,31.05.2019,0.3166,CHINA,China,3.0
181,197500691926156,31.05.2019,0.1373,CHINA,China,3.0
182,195667467951412,30.06.2019,0.1891,U.S.A.,US,2.0
183,197500691926156,30.06.2019,0.1394,CHINA,China,2.0
184,409790534092,30.09.2019,0.3329,JAPAN,Japan,1.0
185,108392384369,31.05.2010,0.085,RUSSIA,World,4.0
186,207934051132,30.04.2010,0.64,U.S.A.,US,3.0
187,108207596093,30.09.2019,0.1605,U.S.A.,US,3.0
188,55902523917,30.06.2010,0.18,CHINA,China,3.0
189,206670723,31.03.2010,0.42200000000000004,U.S.A.,US,3.0
190,218467153,30.09.2019,0.1447,FRANCE,Eurozone,3.0
191,189669396589741,30.09.2018,0.1891,KOREA (REP.),Emerging Asia (ex-China),3.0
192,206670719,30.09.2018,0.9754,SWITZERLAND,Switzerland,4.0
193,1461078666,30.09.2018,0.2268,SWITZERLAND,Switzerland,4.0
194,195667467951412,30.09.2018,0.1988,U.S.A.,US,4.0
195,216437580763800,30.09.2018,0.1075,UNITED KINGDOM,UK,2.0
196,216437580763800,30.11.2018,0.1003,UNITED KINGDOM,UK,2.0
197,737766433094,31.10.2019,0.5216,SWITZERLAND,Switzerland,2.0
198,38326395382,30.11.2018,0.4871,U.S.A.,US,3.0
199,27160283895,30.11.2018,0.1274,ITALY,Eurozone,3.0
200,195788173009015,30.11.2018,0.1898,FRANCE,Eurozone,3.0
201,186761292782742,30.11.2018,0.3305,U.S.A.,US,3.0
202,206670722,30.11.2018,0.1991,FRANCE,Eurozone,3.0
203,218467153,31.07.2019,0.2141,FRANCE,Eurozone,3.0
204,206670688,31.07.2019,0.2811,FRANCE,Eurozone,3.0
205,301519260,30.11.2018,0.212,JAPAN,Japan,2.0
206,206670698,30.11.2018,0.1517,FRANCE,Eurozone,3.0
207,1461078666,31.12.2018,0.2284,SWITZERLAND,Switzerland,3.0
208,189669396589741,31.12.2018,0.2021,TAIWAN,Emerging Asia (ex-China),3.0
209,108202450315,31.07.2019,0.1495,U.S.A.,US,2.0
210,218465821,31.07.2019,0.1773,FRANCE,Eurozone,3.0
211,218467165,31.07.2019,0.2722,FRANCE,Eurozone,3.0
212,186711785308213,31.03.2019,0.5842,U.S.A.,US,2.0
213,206670742,31.03.2019,0.8511,U.S.A.,US,2.0
214,1134069654772,31.03.2019,0.5891,U.S.A.,US,2.0
215,525288498953,31.07.2010,0.623,BRAZIL,Latin America,3.0
216,1521081543045,31.07.2010,0.284,SAUDI ARABIA,EMEA,3.0
217,103848517578,31.07.2010,0.40299999999999997,U.S.A.,US,3.0
218,182009288255,31.07.2010,0.322,FRANCE,Eurozone,3.0
219,272675524722,31.07.2010,0.515,U.S.A.,US,3.0
220,117163705630,31.01.2010,0.387,U.S.A.,US,3.0
221,92221420384,31.01.2010,0.379,U.S.A.,US,3.0
222,63446153971,31.01.2010,0.205,U.S.A.,US,3.0
223,1489765858,31.03.2010,0.6829999999999999,AUSTRALIA,Australia,3.0
224,206670694,31.05.2010,0.47,U.S.A.,US,3.0
225,117163705630,30.04.2010,0.429,U.S.A.,US,3.0
226,218467165,29.02.2020,0.2264,FRANCE,Eurozone,3.0
227,92221420384,30.04.2010,0.397,U.S.A.,US,3.0
228,63446153971,30.04.2010,0.222,INDIA,Emerging Asia (ex-China),3.0
229,206670742,30.04.2010,0.87,U.S.A.,US,3.0
230,206670742,31.01.2020,0.8884,U.S.A.,US,4.0
231,880886802006,30.06.2010,0.27899999999999997,U.S.A.,US,3.0
232,1489765858,30.04.2010,0.682,AUSTRALIA,Australia,3.0
233,208033650897500,31.01.2020,0.5878,U.S.A.,US,4.0
234,1477794168859,30.04.2010,0.163,CHINA,China,3.0
235,82962213758,30.04.2010,0.17600000000000002,BRAZIL,Latin America,3.0
236,63446153971,31.01.2020,0.6313,U.S.A.,US,4.0
237,880886802006,30.04.2010,0.29,U.S.A.,US,3.0
238,206670693,30.06.2010,0.08900000000000001,RUSSIA,World,4.0
239,880886802006,31.01.2020,0.3608,U.S.A.,US,4.0
240,1134069654772,31.01.2020,0.5566,U.S.A.,US,4.0
241,186711785308213,31.01.2020,0.5632,U.S.A.,US,4.0
242,186759829869822,31.01.2020,0.5588,U.S.A.,US,4.0
243,525288498953,31.12.2018,0.4506,BRAZIL,Latin America,3.0
244,206670693,31.12.2018,0.0742,INDONESIA,Emerging Asia (ex-China),3.0
245,181701414249,31.12.2018,0.1997,INDIA,Emerging Asia (ex-China),3.0
246,181703187068,31.12.2018,0.1035,MEXICO,Latin America,3.0
247,105401395916,31.01.2020,0.4643,U.S.A.,US,4.0
248,656760542396,29.02.2020,0.4442,U.S.A.,US,4.0
249,207934051132,31.03.2010,0.649,U.S.A.,US,3.0
250,28283084613,31.03.2010,0.55,CHINA,China,3.0
251,105401395916,29.02.2020,0.4756,U.S.A.,US,4.0
252,203221423898215,29.02.2020,0.6408,U.S.A.,US,4.0
253,269286596864,30.04.2010,0.903,U.S.A.,US,3.0
254,269297001426,30.04.2010,0.904,U.S.A.,US,3.0
255,275505523,30.04.2010,0.28,UNITED KINGDOM,UK,3.0
256,186759829869822,29.02.2020,0.5516,U.S.A.,US,4.0
257,1461078666,30.04.2010,0.306,UNITED KINGDOM,UK,3.0
258,105401395916,30.04.2010,0.359,U.S.A.,US,3.0
259,103848517578,30.04.2010,0.387,U.S.A.,US,3.0
260,206670694,29.02.2020,0.5364,U.S.A.,US,4.0
261,206670727,29.02.2020,0.2705,UNITED KINGDOM,UK,4.0
262,1489765858,31.07.2010,0.6559999999999999,AUSTRALIA,Australia,3.0
263,206670719,29.02.2020,0.9844,SWITZERLAND,Switzerland,3.0
264,1477794168859,31.07.2010,0.175,CHINA,China,3.0
265,1461078666,29.02.2020,0.223,SWITZERLAND,Switzerland,3.0
266,206670764,31.07.2010,0.597,RUSSIA,World,4.0
267,189669396589741,29.02.2020,0.2404,CHINA,China,3.0
268,186614022288995,30.04.2011,0.49,CHINA,China,3.0
269,207934051132,31.08.2010,0.657,U.S.A.,US,3.0
270,28283084613,31.08.2010,0.496,CHINA,China,3.0
271,1320217138160,31.08.2011,0.9420000000000001,U.S.A.,US,4.0
272,438684047,31.08.2011,0.253,JAPAN,Japan,3.0
273,269289662016,31.08.2010,0.379,UNITED KINGDOM,UK,3.0
274,438677131,31.05.2010,0.45899999999999996,U.S.A.,US,3.0
275,577020561372,31.05.2010,0.5379999999999999,U.S.A.,US,3.0
276,40232932742,31.07.2010,0.475,SWITZERLAND,Switzerland,3.0
277,207934051132,31.07.2010,0.7,U.S.A.,US,3.0
278,207934051132,31.05.2010,0.65,U.S.A.,US,3.0
279,186711785308213,31.05.2010,0.397,U.S.A.,US,3.0
280,103848517578,30.06.2010,0.40399999999999997,U.S.A.,US,3.0
281,182009288255,30.06.2010,0.306,FRANCE,Eurozone,3.0
282,638750702637,31.12.2019,0.9882,RUSSIA,World,3.0
283,206670727,31.12.2019,0.2869,UNITED KINGDOM,UK,3.0
284,92221420384,31.12.2019,0.6292,U.S.A.,US,4.0
285,195257191859232,31.12.2019,1.0785,JAPAN,Japan,2.0
286,275505523,31.12.2019,0.2434,UNITED KINGDOM,UK,3.0
287,1477794168859,31.12.2019,0.3398,CHINA,China,3.0
288,206670723,31.07.2010,0.425,U.S.A.,US,3.0
289,55902523917,31.07.2010,0.17600000000000002,CHINA,China,3.0
290,52079200642,31.08.2010,0.483,U.S.A.,US,3.0
291,194188765697875,31.12.2019,0.2961,UNITED KINGDOM,UK,3.0
292,206670723,31.08.2010,0.424,U.S.A.,US,3.0
293,269286596864,31.07.2010,0.898,U.S.A.,US,3.0
294,269297001426,31.07.2010,0.9,U.S.A.,US,3.0
295,269289662016,31.12.2019,0.29600000000000004,UNITED KINGDOM,UK,3.0
296,1521081543045,28.02.2010,0.3,SAUDI ARABIA,EMEA,3.0
297,1461078666,28.02.2010,0.299,UNITED KINGDOM,UK,3.0
298,105401395916,28.02.2010,0.34299999999999997,U.S.A.,US,3.0
299,103848517578,28.02.2010,0.381,U.S.A.,US,3.0
300,182009288255,28.02.2010,0.332,FRANCE,Eurozone,3.0
301,272675524722,28.02.2010,0.47,U.S.A.,US,3.0
302,437983596250,28.02.2010,0.932,SWITZERLAND,Switzerland,3.0
303,413976258580,28.02.2010,0.509,U.S.A.,US,3.0
304,613346505712,28.02.2010,0.674,AUSTRALIA,Australia,3.0
305,413976258580,31.07.2010,0.505,U.S.A.,US,3.0
306,955744138585,31.07.2010,0.3,JAPAN,Japan,2.0
307,192291882972375,29.02.2020,0.1023,BRAZIL,Latin America,3.0
308,197500691926156,29.02.2020,0.1438,CHINA,China,3.0
309,1320217138160,31.03.2010,0.975,U.S.A.,US,3.0
310,217460154273800,29.02.2020,0.2921,CHINA,China,3.0
311,182009288255,31.05.2010,0.326,FRANCE,Eurozone,3.0
312,52079200642,31.03.2010,0.488,U.S.A.,US,3.0
313,272675524722,31.05.2010,0.511,U.S.A.,US,3.0
314,272675524722,30.06.2010,0.519,U.S.A.,US,3.0
315,437983596250,30.06.2010,0.9590000000000001,SWITZERLAND,Switzerland,3.0
316,413976258580,30.06.2010,0.513,U.S.A.,US,3.0
317,269287883541,31.05.2010,1.0,JAPAN,Japan,2.0
318,206670723,31.07.2010,0.425,U.S.A.,US,3.0
319,369592842106,31.07.2010,0.505,U.S.A.,US,3.0
320,369592842106,31.08.2010,0.499,U.S.A.,US,3.0
321,275505523,31.07.2010,0.28600000000000003,UNITED KINGDOM,UK,3.0
322,1461078666,31.10.2019,0.2344,SWITZERLAND,Switzerland,2.0
323,206670719,31.10.2019,0.9908,SWITZERLAND,Switzerland,2.0
324,189669396589741,31.10.2019,0.1677,KOREA (REP.),Emerging Asia (ex-China),3.0
325,269287883541,31.12.2019,0.9987,JAPAN,Japan,2.0
326,269286596864,31.12.2019,0.9443,U.S.A.,US,4.0
327,206670742,31.01.2010,0.878,U.S.A.,US,3.0
328,269297001426,31.12.2019,0.9442,U.S.A.,US,4.0
329,613346505712,31.12.2019,0.5729,AUSTRALIA,Australia,2.0
330,206670727,31.10.2019,0.2774,UNITED KINGDOM,UK,3.0
331,275505523,31.01.2010,0.26899999999999996,UNITED KINGDOM,UK,3.0
332,192291882972375,31.01.2020,0.11,BRAZIL,Latin America,3.0
333,217460154273800,31.01.2020,0.29600000000000004,CHINA,China,3.0
334,638750702637,30.06.2010,0.937,RUSSIA,World,4.0
335,197500691926156,31.01.2020,0.1317,CHINA,China,3.0
336,1521081543045,31.01.2010,0.331,SAUDI ARABIA,EMEA,3.0
337,1461078666,31.01.2010,0.311,UNITED KINGDOM,UK,3.0
338,105401395916,31.01.2010,0.33899999999999997,U.S.A.,US,3.0
339,103848517578,31.01.2010,0.381,U.S.A.,US,3.0
340,182009288255,31.01.2010,0.326,FRANCE,Eurozone,3.0
341,272675524722,31.01.2010,0.457,U.S.A.,US,3.0
342,437983596250,31.01.2010,0.93,SWITZERLAND,Switzerland,3.0
343,195788173009015,31.08.2019,0.1842,FRANCE,Eurozone,3.0
344,206670722,31.08.2019,0.2053,U.S.A.,US,2.0
345,27160283895,31.08.2019,0.2244,ITALY,Eurozone,3.0
346,206670727,30.06.2019,0.2744,UNITED KINGDOM,UK,2.0
347,638750702637,31.05.2010,0.9670000000000001,RUSSIA,World,4.0
348,206670719,30.06.2019,0.9889,SWITZERLAND,Switzerland,2.0
349,413976258580,31.01.2010,0.504,U.S.A.,US,3.0
350,613346505712,31.01.2010,0.6729999999999999,AUSTRALIA,Australia,3.0
351,186761292782742,30.09.2018,0.3219,U.S.A.,US,4.0
352,195788173009015,30.09.2018,0.2045,FRANCE,Eurozone,3.0
353,38326395382,30.09.2018,0.4998,U.S.A.,US,4.0
354,27160283895,30.09.2018,0.1625,FRANCE,Eurozone,3.0
355,206670722,30.09.2018,0.2089,FRANCE,Eurozone,3.0
356,117163705630,28.02.2010,0.428,U.S.A.,US,3.0
357,192291882972375,31.12.2019,0.1129,BRAZIL,Latin America,3.0
358,92221420384,28.02.2010,0.376,U.S.A.,US,3.0
359,108392384369,28.02.2010,0.11800000000000001,RUSSIA,World,4.0
360,63446153971,28.02.2010,0.204,INDIA,Emerging Asia (ex-China),3.0
361,206670770,31.03.2010,0.226,KOREA (REP.),Emerging Asia (ex-China),3.0
362,206670742,28.02.2010,0.865,U.S.A.,US,3.0
363,206670716,31.03.2010,0.314,UNITED KINGDOM,UK,3.0
364,217460154273800,31.12.2019,0.3063,CHINA,China,3.0
365,197500691926156,31.12.2019,0.1252,CHINA,China,3.0
366,206670727,31.03.2010,0.294,UNITED KINGDOM,UK,3.0
367,755274358166,29.02.2020,0.4559,GERMANY,Eurozone,3.0
368,206670764,31.03.2010,0.636,RUSSIA,World,4.0
369,82962213758,31.03.2010,0.18,BRAZIL,Latin America,3.0
370,880886802006,31.03.2010,0.27899999999999997,U.S.A.,US,3.0
371,1489765858,31.05.2010,0.659,AUSTRALIA,Australia,3.0
372,206670693,31.03.2010,0.11599999999999999,RUSSIA,World,4.0
373,206670715,31.03.2010,0.177,BRAZIL,Latin America,3.0
374,1477794168859,31.05.2010,0.177,CHINA,China,3.0
375,206670764,31.05.2010,0.633,RUSSIA,World,4.0
376,82962213758,31.05.2010,0.185,CHINA,China,3.0
377,880886802006,31.05.2010,0.303,U.S.A.,US,3.0
378,1461078666,30.06.2019,0.2275,SWITZERLAND,Switzerland,2.0
379,189669396589741,30.06.2019,0.16399999999999998,CHINA,China,2.0
380,186761292782742,31.08.2019,0.3064,U.S.A.,US,2.0
381,38326395382,31.08.2019,0.7271,U.S.A.,US,2.0
382,117163705630,31.03.2010,0.439,U.S.A.,US,3.0
383,269287883541,31.03.2010,1.0,JAPAN,Japan,2.0
384,369592842106,31.03.2010,0.508,U.S.A.,US,3.0
385,206670722,31.07.2010,0.188,NETHERLANDS,Eurozone,3.0
386,185750564133580,31.08.2019,0.8587,U.S.A.,US,2.0
387,324918516,31.08.2019,0.1649,ITALY,Eurozone,3.0
388,656760542396,31.03.2010,0.40399999999999997,U.S.A.,US,3.0
389,1134069654772,31.03.2010,0.451,U.S.A.,US,3.0
390,269287883541,30.04.2010,1.0,JAPAN,Japan,2.0
391,108392384369,30.04.2010,0.115,RUSSIA,World,4.0
392,52079200642,31.05.2010,0.504,U.S.A.,US,3.0
393,1320217138160,30.04.2010,0.982,U.S.A.,US,3.0
394,52079200642,30.04.2010,0.49700000000000005,U.S.A.,US,3.0
395,206670723,31.05.2010,0.447,U.S.A.,US,3.0
396,206670723,30.04.2010,0.446,U.S.A.,US,3.0
397,369592842106,30.04.2010,0.519,U.S.A.,US,3.0
398,55902523917,30.04.2010,0.163,CHINA,China,3.0
399,369592842106,31.05.2010,0.521,U.S.A.,US,3.0
400,55902523917,31.05.2010,0.17600000000000002,CHINA,China,3.0
401,880930580959,29.02.2020,0.3986,GERMANY,Eurozone,3.0
402,880923451687,29.02.2020,0.4688,GERMANY,Eurozone,3.0
403,438677131,28.02.2010,0.503,U.S.A.,US,3.0
404,218467165,31.03.2020,0.2134,FRANCE,Eurozone,1.0
405,218467153,31.03.2020,0.174,FRANCE,Eurozone,1.0
406,108392384369,31.08.2010,0.11,BRAZIL,Latin America,3.0
407,955744138585,31.01.2011,0.308,JAPAN,Japan,2.0
408,186267307833917,31.01.2011,0.228,ITALY,Eurozone,3.0
409,23847120402,31.07.2010,0.359,U.S.A.,US,3.0
410,189669225079108,31.08.2019,0.1499,U.S.A.,US,2.0
411,206670694,31.07.2010,0.424,U.S.A.,US,3.0
412,181701414249,31.07.2010,0.19,KOREA (REP.),Emerging Asia (ex-China),3.0
413,206670805,31.07.2010,0.233,FRANCE,Eurozone,3.0
